Gender,Age,Height,Weight,Pelvic_dia,Chest_depth,Chest_dia,Elbow_dia,Wrist_dia,Knee_dia,Ankle_dia,Shoulder_girth,Chest_girth,Waist_girth,Abdominal_girth,Hip_girth,Thigh_girth,Bicep_girth,Forearm_girth,Knee_girth,Calf_girth,Ankle_girth,Wrist_girth,average_deviation_weight,Height (inches),abdominal_girth_inches,thigh girth (in),waist girth (inches),weight (lbs),ankle girth (inches),wrist girth (inches),knee dia (in),ankle dia (in),shoulder girth (inches),wrist diameter in inches,chest diameter (inches),chest depth (inches),hip girth in inches,hip-to-waist ratio
male,44,179.1,75.5,27.8,20.6,29.9,15.3,11.2,20.4,13.8,115.3,101,85.4,86.9,101.8,57,34,27.1,39.4,37.1,23.7,16.6,11.0339,69.849,34.21261690000001,22.405047,33.622065400000004,166.44880999999998,9.3307137,6.535436600000001,8.0315004,5.433073800000001,45.3937253,4.40944881888,11.7716599,8.110240600000001,40.0787618,1.1920374707259953
male,46,181.6,84.5,30.2,20.6,29.2,14.5,11.5,20,16.9,111.5,98.6,91.6,102.1,106.7,57.8,32.3,27.9,41.8,41.5,27.7,18.1,11.0339,70.824,40.1968721,22.7195038,36.0630116,186.29038999999997,10.9055177,7.125988100000001,7.874020000000001,6.6535469,43.897661500000005,4.527559055099999,11.4960692,8.110240600000001,42.0078967,1.1648471615720526
male,19,177.8,76.6,27.1,20.2,30.6,13.7,10.8,18.9,14.3,118.3,101.6,79.7,82,98.4,58.1,36.5,31,38,38.1,25.3,17.7,11.0339,69.34200000000001,32.283482,22.8374251,31.3779697,168.87389199999998,9.960635300000002,6.9685077,7.4409488999999995,5.629924300000001,46.5748283,4.25196850392,12.047250600000002,7.9527602,38.740178400000005,1.234629861982434
male,43,182.9,85,31.3,20.6,31.1,16.7,12,21,15.1,118,99,86.1,90.8,101.3,56,33.5,28.3,37.7,38.3,25.2,17.4,11.0339,71.331,35.7480508,22.011976,33.8976561,187.3927,9.9212652,6.850397399999999,8.267721,5.9448851000000005,46.456718,4.7244094487999995,12.244101100000002,8.110240600000001,39.8819113,1.1765389082462254
male,28,177.8,102.5,29.4,24.2,33.5,14.2,12.8,20.6,15.5,127,116.7,113.2,102.9,107.9,57.7,37.4,28.9,37.8,37.4,24.1,17.1,11.0339,69.34200000000001,40.5118329,22.6801967,44.5669532,225.97355,9.488194100000001,6.732287100000001,8.110240600000001,6.1023655,50.000027,5.03937007872,13.1889835,9.5275642,42.4803379,0.9531802120141343
male,39,184.2,77.3,24,20.6,32,14.2,11.2,20.2,14.5,124.4,105,79.5,85.8,92.7,51.8,36.2,27,33.9,28.9,20.3,15.8,11.0339,71.838,33.7795458,20.3610778,31.299229500000003,170.41712599999997,7.9921303,6.220475800000001,7.9527602,5.7086645,48.97640440000001,4.40944881888,12.598432,8.110240600000001,36.4960827,1.1660377358490566
male,30,179.1,71.8,24.4,18.7,29,14.3,11.4,17.8,14.6,112.4,95.1,85.4,84.1,94.3,52.7,31.2,25.9,37.4,34.4,24.5,17.1,11.0339,69.849,33.1102541,20.7148417,33.622065400000004,158.29171599999998,9.6456745,6.732287100000001,7.007877800000001,5.7480346,44.251992400000006,4.48818897636,11.417329,7.3622087,37.1260043,1.1042154566744729
male,36,176.5,87.9,28.7,25.2,29.4,14.3,11.5,18,13.8,125.8,106.7,97.9,94.7,104.6,60.8,36.2,28.7,37.7,39.4,22.6,17.5,11.0339,68.83500000000001,37.2834847,23.8987168,38.5433279,193.78609799999998,8.897642600000001,6.8897675000000005,7.0866180000000005,5.433073800000001,49.527585800000004,4.527559055099999,11.5748094,9.9212652,41.1811246,1.0684371807967312
male,48,188,94.3,27.1,25.2,31.5,15.2,11.8,19.3,15.1,131.7,116.6,94.7,93.1,103.3,58,42.3,31.9,39.9,39.6,25.5,18.9,11.0339,73.32000000000001,36.6535631,22.798118,37.2834847,207.89566599999998,10.0393755,7.4409488999999995,7.598429300000001,5.9448851000000005,51.8504217,4.64566929132,12.4015815,9.9212652,40.6693133,1.0908130939809926
male,48,174,70.9,27.1,20.6,28,13.9,10.3,19.1,14,117.3,103.5,86.1,90.5,96.7,55.2,34.5,27.7,37.3,34.8,22.5,16.4,11.0339,67.86,35.629940500000004,21.697519200000002,33.8976561,156.307558,8.8582725,6.4566964,7.519689100000001,5.511814,46.1811273,4.05511811022,11.023628,8.110240600000001,38.0708867,1.1231126596980257
male,53,167.6,64.5,24.2,17.7,27.8,13.8,11,17.8,14.6,107.6,90.4,84.9,83.7,97.9,51.8,28,25.2,37.5,36,21.3,15.1,11.0339,65.364,32.9527737,20.3610778,33.42521490000001,142.19798999999998,8.385831300000001,5.9448851000000005,7.007877800000001,5.7480346,42.3622276,4.3307086614,10.9448878,6.9685077,38.5433279,1.1531213191990577
male,45,170.2,77.3,24,21.6,30.8,13.6,11.7,18.8,14.6,122.4,107.5,92.2,88.6,97.5,53.7,34.3,27.6,36,37.5,23.3,16.7,11.0339,66.378,34.8819086,21.1079127,36.299232200000006,170.41712599999997,9.173233300000001,6.5748067,7.401578800000001,5.7480346,48.18900240000001,4.60629921258,12.1259908,8.503941600000001,38.385847500000004,1.0574837310195226
male,39,167.6,72.3,24.4,19.7,29.9,13.8,11.5,19,15.1,117,100.8,83.7,82.5,97.7,53.3,32.5,27.1,35.4,37,22.7,16.6,11.0339,65.364,32.4803325,20.9506843,32.9527737,159.39402599999997,8.9370127,6.535436600000001,7.480319000000001,5.9448851000000005,46.063017,4.527559055099999,11.7716599,7.7559097,38.4645877,1.1672640382317803
male,43,188,87.3,27.1,21.6,29.7,15,12.2,20.5,15.2,119,104.2,97.8,93.6,102.5,58,35.8,29.4,39,38.1,23,17,11.0339,73.32000000000001,36.8504136,22.798118,38.5039578,192.46332599999997,9.055123,6.6929170000000004,8.0708705,5.9842552,46.850419,4.803149606279999,11.692919700000001,8.503941600000001,40.354352500000005,1.0480572597137015
male,65,174,80,28.3,23.7,28.5,14.3,12,19,14.3,123.5,104.9,98.6,99.2,103.3,55.3,35,29.3,35.9,36,23.5,18.1,11.0339,67.86,39.055139200000006,21.7368263,38.8189186,176.3696,9.2519735,7.125988100000001,7.480319000000001,5.629924300000001,48.622073500000006,4.7244094487999995,11.2204785,9.3307137,40.6693133,1.0476673427991887
male,45,176.5,82.3,26.8,23.7,30.8,14.2,11.2,19.1,14.5,121.4,112.8,89.5,96.9,100.9,54.9,38.5,28.7,35.9,33.6,22.1,17.1,11.0339,68.83500000000001,38.1496269,21.5795979,35.2362395,181.44022599999997,8.700792100000001,6.732287100000001,7.519689100000001,5.7086645,47.79530140000001,4.40944881888,12.1259908,9.3307137,39.7244309,1.1273743016759776
male,37,180.3,73.6,26.6,19.9,29.9,14.6,11.2,19.2,14.8,112.3,95.7,82.9,89.6,94.8,51.9,32.2,25.3,33.4,32.8,21.4,16.3,11.0339,70.31700000000001,35.2756096,20.4003849,32.63781290000001,162.26003199999997,8.4252014,6.417326300000001,7.5590592,5.826774800000001,44.2126223,4.40944881888,11.7716599,7.8346499,37.3228548,1.1435464414957779
male,55,167.6,74.1,26.6,24,31.1,13.8,11.8,20,15.8,113.2,104.9,90.1,90.8,96.6,55,32.9,26.5,35.6,37.9,22.5,17.8,11.0339,65.364,35.7480508,21.618905,35.4724601,163.36234199999998,8.8582725,7.007877800000001,7.874020000000001,6.220475800000001,44.5669532,4.64566929132,12.244101100000002,9.448824,38.0315166,1.072142064372919
male,33,188,85.9,26.4,21.8,30.2,15.8,12.4,20.7,15.8,121.7,109.1,78.9,91,98.1,55.7,38.5,30.1,37.2,36.8,23.4,19.6,11.0339,73.32000000000001,35.826791,21.8940547,31.063008900000003,189.376858,9.2126034,7.716539600000001,8.1496107,6.220475800000001,47.913411700000005,4.881889763759999,11.889770200000001,8.582681800000001,38.6220681,1.2433460076045626
male,25,180.3,73.2,25.6,21.1,29,15.6,10.6,20.2,14.8,116.6,105.4,80.7,87.4,95.5,56.8,38.3,28.6,35,34.3,23.3,17.3,11.0339,70.31700000000001,34.409467400000004,22.3264328,31.7716707,161.378184,9.173233300000001,6.811027300000001,7.9527602,5.826774800000001,45.9055366,4.173228346439999,11.417329,8.307091100000001,37.598445500000004,1.1833952912019825
male,35,167.6,76.3,26.4,21.6,27.8,14.4,11.3,19.6,14.8,117.8,104.3,94.3,99.4,100.4,59.1,35,26.7,35.5,35.9,22.6,17.3,11.0339,65.364,39.133879400000005,23.2304961,37.1260043,168.212506,8.897642600000001,6.811027300000001,7.716539600000001,5.826774800000001,46.377977800000004,4.44881889762,10.9448878,8.503941600000001,39.527580400000005,1.0646871686108166
male,28,183,65.9,26.4,20.2,28.3,14.6,10.2,18.4,15.3,118,100.5,70.2,79.3,92,51.7,32.1,26.7,33.2,34.9,23.7,18.4,11.0339,71.37,31.2204893,20.321770700000002,27.637810200000004,145.284458,9.3307137,7.2440983999999995,7.2440983999999995,6.023625300000001,46.456718,4.015748031479999,11.1417383,7.9527602,36.220492,1.3105413105413104
male,26,183,90.9,26.8,22.1,32.9,15.4,12,20.5,16.8,131.1,111.8,83.6,92.7,101.5,59.5,40.4,31.7,36.7,38.3,25.5,19.4,11.0339,71.37,36.4960827,23.3877245,32.9134036,200.399958,10.0393755,7.6377994,8.0708705,6.614176800000001,51.6142011,4.7244094487999995,12.9527629,8.700792100000001,39.960651500000004,1.2141148325358853
male,43,179.1,89.1,29.2,23.7,31.1,15.2,11.3,20,16.1,121.4,109.5,91.9,96.5,103.3,57.7,36.5,29.1,34.6,38.8,25.1,18.9,11.0339,69.849,37.992146500000004,22.6801967,36.1811219,196.43164199999998,9.881895100000001,7.4409488999999995,7.874020000000001,6.338586100000001,47.79530140000001,4.44881889762,12.244101100000002,9.3307137,40.6693133,1.1240478781284002
male,30,170.2,62.3,23.5,19.7,29,15.4,11.5,19,14.8,116.3,101.2,71.8,82.3,87.6,50.1,34.2,29.2,34.1,33.4,23.1,18.3,11.0339,66.378,32.4015923,19.6928571,28.2677318,137.34782599999997,9.094493100000001,7.204728300000001,7.480319000000001,5.826774800000001,45.7874263,4.527559055099999,11.417329,7.7559097,34.4882076,1.2200557103064067
male,26,177.8,82.7,25.4,20.6,30.2,16.1,11.5,19.3,15.8,121.8,103.3,85,90.8,97.9,55.2,35.2,29.4,34.9,37.3,23.5,17.3,11.0339,69.34200000000001,35.7480508,21.697519200000002,33.464585,182.322074,9.2519735,6.811027300000001,7.598429300000001,6.220475800000001,47.952781800000004,4.527559055099999,11.889770200000001,8.110240600000001,38.5433279,1.151764705882353
male,51,179.1,79.1,27.3,21.8,29.7,14.9,11.8,18.9,13.6,118.2,101.6,85.7,91,95.9,50.9,34,28.4,35,34.3,21.1,16.3,11.0339,69.849,35.826791,20.0073139,33.7401757,174.38544199999998,8.307091100000001,6.417326300000001,7.4409488999999995,5.3543336,46.5354582,4.64566929132,11.692919700000001,8.582681800000001,37.7559259,1.11901983663944
male,30,190.5,98.2,32.2,25.4,32,16,10.7,21,16.8,126.3,103.1,96.5,99,111.8,62.3,34.8,27.5,41.7,37,24.3,16.7,11.0339,74.295,38.976399,24.488323299999998,37.992146500000004,216.49368399999997,9.566934300000002,6.5748067,8.267721,6.614176800000001,49.7244363,4.2125984251799995,12.598432,10.0000054,44.0157718,1.1585492227979275
male,24,177.8,84.1,28,26.4,29.9,15.6,11.5,21.2,15.9,121,104.6,82.4,85.7,99.9,63.3,38.6,32,38.4,39.8,25.4,18.1,11.0339,69.34200000000001,33.7401757,24.8813943,32.440962400000004,185.40854199999998,10.0000054,7.125988100000001,8.3464612,6.2598459,47.637821,4.527559055099999,11.7716599,10.3937064,39.3307299,1.212378640776699
male,35,180.3,83.2,27.8,21.4,31.5,14.3,11.1,21,14.8,123.1,104.3,86.3,87.8,103.3,59.7,36.4,30.4,39.3,42,27.7,18.4,11.0339,70.31700000000001,34.5669478,23.4663387,33.9763963,183.424384,10.9055177,7.2440983999999995,8.267721,5.826774800000001,48.4645931,4.370078740139999,12.4015815,8.4252014,40.6693133,1.1969872537659327
male,37,180.3,83.2,28.5,19.7,29.4,14.5,10.5,19.4,15.3,114.9,95.9,83.2,88,100.6,57.8,34,28.2,36.3,39.6,25.2,17,11.0339,70.31700000000001,34.645688,22.7195038,32.755923200000005,183.424384,9.9212652,6.6929170000000004,7.6377994,6.023625300000001,45.2362449,4.1338582677,11.5748094,7.7559097,39.6063206,1.2091346153846152
female,22,161.2,51.6,25,16.2,24.9,11.2,9.2,17,12.3,95,83,66.5,79,92,53.5,24.3,20.5,32,32.2,21,13.5,11.0339,62.867999999999995,31.102379000000003,21.0292985,26.1811165,113.75839199999999,8.267721,5.3149635,6.6929170000000004,4.842522300000001,37.401595,3.6220472440799996,9.803154900000001,6.3779562,36.220492,1.3834586466165413
female,20,167.5,59,26.4,16.8,24.5,12.1,9.9,19.3,12.8,99.5,78.5,61.5,70.5,90.5,57.7,27.8,24,38.5,38.5,22.5,15,11.0339,65.325,27.755920500000002,22.6801967,24.2126115,130.07258,8.8582725,5.905515,7.598429300000001,5.039372800000001,39.173249500000004,3.89763779526,9.6456745,6.614176800000001,35.629940500000004,1.4715447154471544
female,19,159.5,49.2,25.9,16.4,24.2,11.3,8.9,17,12.2,88,75,61.2,66.5,91,53,24,22,32.5,32.5,19,14,11.0339,62.205000000000005,26.1811165,20.832763,24.094501200000003,108.467304,7.480319000000001,5.511814,6.6929170000000004,4.8031522,34.645688,3.50393700786,9.5275642,6.4566964,35.826791,1.4869281045751632
female,25,157,63,27.9,19.3,24.9,12.3,9.5,18.6,13,97,86.5,78,91,99.5,61.5,28,24,35.2,36.7,23,15,11.0339,61.230000000000004,35.826791,24.1738665,30.708678000000003,138.89105999999998,9.055123,5.905515,7.322838600000001,5.118113,38.188997,3.7401574802999997,9.803154900000001,7.598429300000001,39.173249500000004,1.2756410256410255
female,21,155.8,53.6,28.2,18.2,26.2,11.5,9.1,17.2,12.4,103.3,91,70.5,80.5,91.5,55,26.9,22.7,33,33.3,19.9,14.5,11.0339,60.76200000000001,31.692930500000003,21.618905,27.755920500000002,118.167632,7.8346499,5.7086645,6.7716572,4.881892400000001,40.6693133,3.58267716534,10.3149662,7.1653582,36.023641500000004,1.297872340425532
female,23,170,59,28,15.1,25.7,12.5,10,17.2,13.2,93.5,79.5,66.5,78.5,94,54,26.5,22.5,34,35,23,14.5,11.0339,66.3,30.905528500000003,21.225834,26.1811165,130.07258,9.055123,5.7086645,6.7716572,5.1968532,36.811043500000004,3.937007874,10.1181157,5.9448851000000005,37.007894,1.413533834586466
female,26,159.1,47.6,26.5,15.4,24.5,12.3,9.4,17.2,12,93.3,77,58,64,85.5,49.5,24.1,22,32.5,32,19,13.9,11.0339,62.049,25.196864,19.4570145,22.834658,104.93991199999999,7.480319000000001,5.4724439,6.7716572,4.724412,36.7323033,3.70078740156,9.6456745,6.0629954,33.6614355,1.4741379310344827
female,22,166,69.8,30.2,18.8,26.6,13.3,10.7,19.8,13.8,94.5,88,74.5,87,104,64,29.2,26.2,38.5,38,22,16.8,11.0339,64.74000000000001,34.251987,25.156544,29.330724500000002,153.88247599999997,8.661422,6.614176800000001,7.7952798,5.433073800000001,37.204744500000004,4.2125984251799995,10.472446600000001,7.401578800000001,40.944904,1.395973154362416
female,28,176.2,66.8,29,18.6,25,12.1,9.8,17.8,12.7,98.6,85,73.5,92,104.1,65.3,29,23.4,35.3,37.4,21.6,15.2,11.0339,68.718,36.220492,25.6675363,28.937023500000002,147.26861599999998,8.503941600000001,5.9842552,7.007877800000001,5.0000027,38.8189186,3.85826771652,9.842525,7.322838600000001,40.9842741,1.4163265306122448
female,40,160.2,75.2,28.8,19.7,29.4,13.4,11.5,20.9,13.2,115.5,98.8,90.5,103.5,108.1,61.1,33.6,26.6,37.2,35.8,22.6,16.3,11.0339,62.477999999999994,40.748053500000005,24.0166381,35.629940500000004,165.787424,8.897642600000001,6.417326300000001,8.2283509,5.1968532,45.472465500000006,4.527559055099999,11.5748094,7.7559097,42.5590781,1.1944751381215468
female,32,172.5,55.2,28.5,15.5,24.3,11.8,8.6,17.1,11.9,97.9,79,66.5,74,90.3,52,24.8,21,32.2,32.5,19.9,13.8,11.0339,67.275,29.133874000000002,20.439692,26.1811165,121.69502399999999,7.8346499,5.433073800000001,6.732287100000001,4.685041900000001,38.5433279,3.3858267716399997,9.566934300000002,6.1023655,35.5512003,1.3578947368421053
female,25,170.9,54.2,25.6,15.4,25.5,12.8,9.7,17.6,13.2,97.7,77.6,61,71.8,91.6,53,25.4,22.6,34,34.5,20.5,15.3,11.0339,66.65100000000001,28.2677318,20.832763,24.015761,119.490404,8.0708705,6.023625300000001,6.929137600000001,5.1968532,38.4645877,3.8188976377799997,10.0393755,6.0629954,36.0630116,1.501639344262295
female,25,172.9,62.5,30,17.3,27.3,12.8,9.2,18.1,12.4,100.5,85,69.5,81.5,94.4,55.8,25.9,22.9,36.1,35.3,20.9,14.4,11.0339,67.43100000000001,32.0866315,21.9333618,27.362219500000002,137.78875,8.2283509,5.6692944,7.125988100000001,4.881892400000001,39.566950500000004,3.6220472440799996,10.748037300000002,6.811027300000001,37.165374400000005,1.358273381294964
female,29,153.4,42,25,16.9,22.6,10.6,8.3,15.9,11.6,88.7,76.7,62,74.1,80.9,48.8,24,20.5,30.8,30.4,17.9,13.2,11.0339,59.82600000000001,29.173244099999998,19.1818648,24.409462,92.59403999999999,7.0472478999999995,5.1968532,6.2598459,4.5669316,34.9212787,3.26771653542,8.897642600000001,6.6535469,31.850410900000004,1.3048387096774194
female,22,160,50,26.5,18.3,23.7,11.5,8.6,16.8,12.2,96.6,76.7,63.4,69,87.7,54,25.6,21.6,34.4,32.8,19.1,13.8,11.0339,62.400000000000006,27.165369000000002,21.225834,24.960643400000002,110.231,7.519689100000001,5.433073800000001,6.614176800000001,4.8031522,38.0315166,3.3858267716399997,9.3307137,7.204728300000001,34.5275777,1.3832807570977919
female,25,147.2,49.8,25.8,16.2,25.7,11.5,9,17.2,11.8,92,82,71,69,88.5,54.5,26,21.8,33.5,35,21,14,11.0339,57.407999999999994,27.165369000000002,21.4223695,27.952771000000002,109.79007599999998,8.267721,5.511814,6.7716572,4.645671800000001,36.220492,3.5433070865999996,10.1181157,6.3779562,34.8425385,1.2464788732394365
female,23,168.2,49.2,27.4,14.6,23.9,11.2,9.6,16.7,12.6,90,79,59,79,88.5,51.2,23.5,21,32.5,29.6,18.5,14.5,11.0339,65.598,31.102379000000003,20.125235200000002,23.228359,108.467304,7.283468500000001,5.7086645,6.5748067,4.9606326,35.43309,3.7795275590399995,9.4094539,5.7480346,34.8425385,1.5
female,37,175,73.2,28.4,19.6,26.7,13.4,11,18.9,13.6,104,89.5,74,92,101,61.5,31,26.5,38.6,38.6,23.8,17,11.0339,68.25,36.220492,24.1738665,29.133874000000002,161.378184,9.370083800000002,6.6929170000000004,7.4409488999999995,5.3543336,40.944904,4.3307086614,10.5118167,7.716539600000001,39.763801,1.364864864864865
female,19,157,47.8,25.6,15.3,22.6,10.3,8.1,16.2,11.6,90.1,73.5,60.5,68.3,88.5,54,24.6,20.6,29,33,19,13.2,11.0339,61.230000000000004,26.8897783,21.225834,23.8189105,105.38083599999999,7.480319000000001,5.1968532,6.3779562,4.5669316,35.4724601,3.1889763779399996,8.897642600000001,6.023625300000001,34.8425385,1.462809917355372
female,23,167.6,68.8,30,19.1,28.8,13.4,10.5,19.2,13.2,104,90,75,80.5,99,59,28.7,24.9,37,36.5,20.6,15.9,11.0339,65.364,31.692930500000003,23.191189,29.527575000000002,151.677856,8.110240600000001,6.2598459,7.5590592,5.1968532,40.944904,4.1338582677,11.3385888,7.519689100000001,38.976399,1.32
female,25,159.5,50.6,27.5,15.4,24,11.1,9.4,16.4,12.3,91,80,65,78.3,91,53.5,27,23,32,31.5,22,13.8,11.0339,62.205000000000005,30.8267883,21.0292985,25.590565,111.553772,8.661422,5.433073800000001,6.4566964,4.842522300000001,35.826791,3.70078740156,9.448824,6.0629954,35.826791,1.4
female,26,175,82.5,29.6,21.3,28.7,13.7,10.6,21.5,14.4,111.4,94.5,82.2,94.2,110.2,69,32.5,26.8,40.5,38.6,23,16.6,11.0339,68.25,37.086634200000006,27.121899,32.362222200000005,181.88115,9.055123,6.535436600000001,8.4645715,5.6692944,43.858291400000006,4.173228346439999,11.2992187,8.385831300000001,43.3858502,1.340632603406326
female,24,166.8,57.2,27.9,15.1,26.8,13.2,8.9,18.1,12.3,96.2,83.8,70.2,82.5,94.2,54.1,25.9,23.2,34.3,30.9,19.4,14.5,11.0339,65.052,32.4803325,21.2651411,27.637810200000004,126.104264,7.6377994,5.7086645,7.125988100000001,4.842522300000001,37.874036200000006,3.50393700786,10.551186800000002,5.9448851000000005,37.086634200000006,1.3418803418803418
female,29,176.5,87.8,31.8,19.9,30.4,12.5,11,21,14.2,117.1,95.2,85,91.2,111,68,34.4,28.3,40.1,40,24.2,17.6,11.0339,68.83500000000001,35.905531200000006,26.728828,33.464585,193.56563599999998,9.5275642,6.929137600000001,8.267721,5.5905542,46.1023871,4.3307086614,11.9685104,7.8346499,43.700811,1.3058823529411765
female,22,170.2,72.8,29.2,19.6,27.5,13.1,10.2,20,13.1,101.5,91,75,85,103,62,31.5,26.5,38.2,40,23,16,11.0339,66.378,33.464585,24.370402,29.527575000000002,160.49633599999999,9.055123,6.299216,7.874020000000001,5.1574831,39.960651500000004,4.015748031479999,10.8267775,7.716539600000001,40.551203,1.3733333333333333
female,30,174,54.5,28.2,15.8,25,12,10.2,18.4,12.9,95.1,80,63,76.5,90,51.1,24.6,22.3,35.2,33.7,20.9,15.2,11.0339,67.86,30.118126500000002,20.0859281,24.803163,120.15178999999999,8.2283509,5.9842552,7.2440983999999995,5.078742900000001,37.4409651,4.015748031479999,9.842525,6.220475800000001,35.43309,1.4285714285714286
female,23,173,59.8,27.5,17.2,25.6,12.6,10,18,12.7,97.1,81.7,70,81.5,96,57.9,26.3,22.6,37.2,36,21,15,11.0339,67.47,32.0866315,22.7588109,27.559070000000002,131.83627599999997,8.267721,5.905515,7.0866180000000005,5.0000027,38.2283671,3.937007874,10.078745600000001,6.7716572,37.795296,1.3714285714285714
female,38,179.9,67.3,28.6,18,27.2,12.4,10.1,19.3,13.8,101.4,89.6,72.6,86.3,93.7,56.4,27.4,23.4,37,38.4,21.3,15.6,11.0339,70.161,33.9763963,22.169204399999998,28.582692599999998,148.37092599999997,8.385831300000001,6.1417356000000005,7.598429300000001,5.433073800000001,39.921281400000005,3.9763779527399996,10.7086672,7.0866180000000005,36.8897837,1.290633608815427
female,23,170.5,67.8,29.6,17.4,27.5,12.6,10.4,18.8,13.1,103.7,90.9,78.7,83.5,101.5,59.9,29.5,25.3,35.4,36.7,21.3,15.6,11.0339,66.495,32.8740335,23.5449529,30.9842687,149.47323599999999,8.385831300000001,6.1417356000000005,7.401578800000001,5.1574831,40.8267937,4.09448818896,10.8267775,6.850397399999999,39.960651500000004,1.289707750952986
female,19,160,47,26,16.1,22.3,12.4,9.5,17.2,12.3,89.2,78.5,61,73,82.5,49.5,24.5,22.5,32.5,33,20.5,14.5,11.0339,62.400000000000006,28.740173000000002,19.4570145,24.015761,103.61713999999999,8.0708705,5.7086645,6.7716572,4.842522300000001,35.118129200000006,3.7401574802999997,8.779532300000001,6.338586100000001,32.4803325,1.3524590163934427
female,46,154.4,46.2,26.4,18.6,23.5,11.3,8.9,17.2,12.3,86,78,64.2,69.8,89,53,23.2,21.2,33,31.5,20.5,14,11.0339,60.216,27.4803298,20.832763,25.275604200000004,101.853444,8.0708705,5.511814,6.7716572,4.842522300000001,33.858286,3.50393700786,9.2519735,7.322838600000001,35.039389,1.3862928348909658
female,20,162,55,27.9,15.6,23.9,11.9,9.6,18.2,12.7,98.1,80.2,63.1,78.9,93.9,57.1,26.4,23.1,35,35,20.1,14.9,11.0339,63.18,31.063008900000003,22.4443541,24.8425331,121.2541,7.913390100000001,5.8661449,7.1653582,5.0000027,38.6220681,3.7795275590399995,9.4094539,6.1417356000000005,36.9685239,1.4881141045958797
female,22,176.5,83,29.7,20.1,29.5,13.2,10,20.3,13.6,114,99,85,92.5,106.4,65.6,31.6,26.6,39.6,38.9,23.3,15.9,11.0339,68.83500000000001,36.417342500000004,25.785457599999997,33.464585,182.98345999999998,9.173233300000001,6.2598459,7.9921303,5.3543336,44.881914,3.937007874,11.6141795,7.913390100000001,41.889786400000006,1.2517647058823531
female,25,160,54.4,28.2,14.3,26,11.8,9.9,18,12.7,95,80,66,78,92,52.5,25,22.2,33,34.8,20.5,14.4,11.0339,62.400000000000006,30.708678000000003,20.6362275,25.984266,119.93132799999998,8.0708705,5.6692944,7.0866180000000005,5.0000027,37.401595,3.89763779526,10.236226,5.629924300000001,36.220492,1.393939393939394
female,21,152,45.8,26.3,16,22.9,11.3,9.2,16.5,11.8,87,75.5,65,76.7,86,51,24.5,20.5,31.5,31,20,14,11.0339,59.28,30.196866700000005,20.046621000000002,25.590565,100.97159599999999,7.874020000000001,5.511814,6.4960665,4.645671800000001,34.251987,3.6220472440799996,9.0157529,6.299216,33.858286,1.323076923076923
female,23,162.1,53.6,22.1,16.7,27.5,12.3,10.1,16.8,12.4,100.8,82.6,63.2,70.5,89.1,55.8,27,23.6,33.6,33.4,20,15.6,11.0339,63.219,27.755920500000002,21.9333618,24.881903200000004,118.167632,7.874020000000001,6.1417356000000005,6.614176800000001,4.881892400000001,39.6850608,3.9763779527399996,10.8267775,6.5748067,35.0787591,1.4098101265822782
female,31,170,73.2,31.6,19,24.9,12.7,10.4,18.2,13.1,112.2,94.5,83.6,94.2,104.1,61.5,31,25.4,37.2,35.2,22.3,16.1,11.0339,66.3,37.086634200000006,24.1738665,32.9134036,161.378184,8.779532300000001,6.338586100000001,7.1653582,5.1574831,44.1732522,4.09448818896,9.803154900000001,7.480319000000001,40.9842741,1.2452153110047848
female,29,160.2,52.1,24.3,15,26,11.5,9.4,17.2,12.1,98.7,83.9,68,76.1,88,52.2,26.2,23.2,33.2,35.3,21.2,14.6,11.0339,62.477999999999994,29.960646099999998,20.5183062,26.771668000000002,114.86070199999999,8.3464612,5.7480346,6.7716572,4.7637821,38.8582887,3.70078740156,10.236226,5.905515,34.645688,1.2941176470588236
female,19,161.3,67.9,28,17.3,25.9,12.9,9.8,17.8,13.8,100.1,92.8,75.7,88.6,102.6,64.3,31,24.9,35.5,38,21.5,15.3,11.0339,62.907000000000004,34.8819086,25.2744653,29.803165700000005,149.693698,8.4645715,6.023625300000001,7.007877800000001,5.433073800000001,39.4094701,3.85826771652,10.1968559,6.811027300000001,40.3937226,1.355350066050198
female,21,166.4,56.6,26.4,17.3,24.9,12.7,10.4,18.9,14,100.3,85.3,65.5,74.4,95.9,53.7,27.8,23.9,35.6,33.4,21.9,15.2,11.0339,64.896,29.291354400000003,21.1079127,25.7874155,124.78149199999999,8.6220519,5.9842552,7.4409488999999995,5.511814,39.4882103,4.09448818896,9.803154900000001,6.811027300000001,37.7559259,1.4641221374045803
female,23,168.9,62.3,27.3,18,25.6,12.4,9.4,18.8,13.6,100.5,84.4,66.9,79.7,98.8,59.2,28.5,23.7,35.9,34.6,20,15.1,11.0339,65.87100000000001,31.3779697,23.269803200000002,26.338596900000002,137.34782599999997,7.874020000000001,5.9448851000000005,7.401578800000001,5.3543336,39.566950500000004,3.70078740156,10.078745600000001,7.0866180000000005,38.8976588,1.4768310911808669
female,24,163.8,58.5,28.7,19,25.2,13.1,11.5,18.6,13.6,101.2,87.6,67.9,82.7,93.5,57,29.6,24.5,37.1,36.3,20.6,15.2,11.0339,63.882000000000005,32.5590727,22.405047,26.732297900000002,128.97027,8.110240600000001,5.9842552,7.322838600000001,5.3543336,39.84254120000001,4.527559055099999,9.9212652,7.480319000000001,36.811043500000004,1.3770250368188512
